##NAMES=Wagnerite
##RRUFFID=R050519
##IDEAL CHEMISTRY=Mg_2_PO_4_F
##LOCALITY=Kjorrestad, near Bamle, Norway
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pale yellow lamellar fragments, associated with isokite, R070526.
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050519
##MEASURED CHEMISTRY=Mg_2.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_ ; = gray phase, and the light phase is isokite: Ca_1.00_Mg_1.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_
##CELL PARAMETERS=a: 9.631(1) b: 12.667(2) c: 11.922(1) alpha: 90 beta: 108.270(6) gamma: 90 volume: 1381.2(3) crystal system: monoclinic
79.690, 1.084
79.700, 1.076
79.710, 1.005
79.720, 0.884
79.730, 0.734
79.740, 0.580
79.750, 0.440
79.760, 0.325
79.770, 0.241
79.780, 0.186
79.790, 0.158
79.800, 0.152
79.810, 0.165
79.820, 0.193
79.830, 0.233
79.840, 0.283
79.850, 0.339
79.860, 0.400
79.870, 0.465
79.880, 0.530
79.890, 0.592
79.900, 0.646
79.910, 0.684
79.920, 0.699
79.930, 0.686
79.940, 0.646
79.950, 0.584
79.960, 0.512
79.970, 0.444
79.980, 0.394
79.990, 0.373
80.000, 0.387
80.010, 0.437
80.020, 0.517
80.030, 0.616
80.040, 0.721
80.050, 0.815
80.060, 0.882
80.070, 0.912
80.080, 0.900
80.090, 0.847
80.100, 0.763
80.110, 0.659
80.120, 0.549
80.130, 0.444
80.140, 0.350
80.150, 0.271
80.160, 0.208
80.170, 0.159
80.180, 0.123
80.190, 0.098
80.200, 0.085
80.210, 0.083
80.220, 0.094
80.230, 0.118
80.240, 0.155
80.250, 0.204
80.260, 0.261
80.270, 0.322
80.280, 0.379
80.290, 0.426
80.300, 0.456
80.310, 0.464
80.320, 0.449
80.330, 0.417
80.340, 0.374
80.350, 0.331
80.360, 0.302
80.370, 0.295
80.380, 0.320
80.390, 0.379
80.400, 0.470
80.410, 0.582
80.420, 0.700
80.430, 0.806
80.440, 0.881
80.450, 0.912
80.460, 0.895
80.470, 0.832
80.480, 0.737
80.490, 0.624
80.500, 0.509
80.510, 0.404
80.520, 0.316
80.530, 0.249
80.540, 0.201
80.550, 0.168
80.560, 0.147
80.570, 0.134
80.580, 0.126
80.590, 0.125
80.600, 0.130
80.610, 0.145
80.620, 0.171
80.630, 0.209
80.640, 0.259
80.650, 0.316
80.660, 0.375
80.670, 0.426
80.680, 0.461
80.690, 0.475
80.700, 0.464
80.710, 0.430
80.720, 0.380
80.730, 0.321
80.740, 0.260
80.750, 0.205
80.760, 0.158
80.770, 0.122
80.780, 0.097
80.790, 0.079
80.800, 0.069
80.810, 0.063
80.820, 0.059
80.830, 0.058
80.840, 0.057
80.850, 0.055
80.860, 0.054
80.870, 0.052
80.880, 0.048
80.890, 0.044
80.900, 0.038
80.910, 0.032
80.920, 0.026
80.930, 0.020
80.940, 0.016
80.950, 0.012
80.960, 0.009
80.970, 0.008
80.980, 0.007
80.990, 0.008
81.000, 0.010
81.010, 0.014
81.020, 0.020
81.030, 0.029
81.040, 0.044
81.050, 0.067
81.060, 0.100
81.070, 0.147
81.080, 0.212
81.090, 0.296
81.100, 0.398
81.110, 0.514
81.120, 0.635
81.130, 0.748
81.140, 0.839
81.150, 0.894
81.160, 0.906
81.170, 0.876
81.180, 0.810
81.190, 0.720
81.200, 0.620
81.210, 0.522
81.220, 0.434
81.230, 0.360
81.240, 0.299
81.250, 0.250
81.260, 0.211
81.270, 0.179
81.280, 0.153
81.290, 0.134
81.300, 0.123
81.310, 0.121
81.320, 0.132
81.330, 0.156
81.340, 0.194
81.350, 0.242
81.360, 0.299
81.370, 0.355
81.380, 0.405
81.390, 0.440
81.400, 0.455
81.410, 0.448
81.420, 0.422
81.430, 0.381
81.440, 0.332
81.450, 0.284
81.460, 0.241
81.470, 0.210
81.480, 0.193
81.490, 0.196
81.500, 0.224
81.510, 0.282
81.520, 0.375
81.530, 0.503
81.540, 0.662
81.550, 0.836
81.560, 1.004
81.570, 1.139
81.580, 1.218
81.590, 1.224
81.600, 1.157
81.610, 1.027
81.620, 0.856
81.630, 0.670
81.640, 0.493
81.650, 0.342
81.660, 0.224
81.670, 0.141
81.680, 0.088
81.690, 0.059
81.700, 0.048
81.710, 0.050
81.720, 0.063
81.730, 0.085
81.740, 0.117
81.750, 0.163
81.760, 0.225
81.770, 0.308
81.780, 0.414
81.790, 0.542
81.800, 0.686
81.810, 0.832
81.820, 0.964
81.830, 1.063
81.840, 1.115
81.850, 1.112
81.860, 1.057
81.870, 0.960
81.880, 0.838
81.890, 0.709
81.900, 0.588
81.910, 0.486
81.920, 0.407
81.930, 0.349
81.940, 0.310
81.950, 0.283
81.960, 0.264
81.970, 0.248
81.980, 0.231
81.990, 0.213
82.000, 0.193
82.010, 0.174
82.020, 0.159
82.030, 0.153
82.040, 0.157
82.050, 0.174
82.060, 0.202
82.070, 0.237
82.080, 0.273
82.090, 0.304
82.100, 0.325
82.110, 0.333
82.120, 0.327
82.130, 0.311
82.140, 0.289
82.150, 0.268
82.160, 0.251
82.170, 0.243
82.180, 0.248
82.190, 0.269
82.200, 0.311
82.210, 0.379
82.220, 0.478
82.230, 0.609
82.240, 0.765
82.250, 0.933
82.260, 1.093
82.270, 1.221
82.280, 1.292
82.290, 1.293
82.300, 1.221
82.310, 1.088
82.320, 0.914
82.330, 0.725
82.340, 0.544
82.350, 0.390
82.360, 0.269
82.370, 0.183
82.380, 0.127
82.390, 0.094
82.400, 0.077
82.410, 0.070
82.420, 0.070
82.430, 0.076
82.440, 0.089
82.450, 0.112
82.460, 0.150
82.470, 0.206
82.480, 0.281
82.490, 0.374
82.500, 0.481
82.510, 0.593
82.520, 0.700
82.530, 0.792
82.540, 0.862
82.550, 0.905
82.560, 0.920
82.570, 0.909
82.580, 0.874
82.590, 0.817
82.600, 0.744
82.610, 0.659
82.620, 0.570
82.630, 0.485
82.640, 0.413
82.650, 0.361
82.660, 0.335
82.670, 0.337
82.680, 0.368
82.690, 0.425
82.700, 0.506
82.710, 0.606
82.720, 0.713
82.730, 0.817
82.740, 0.900
82.750, 0.949
82.760, 0.956
82.770, 0.920
82.780, 0.849
82.790, 0.756
82.800, 0.659
82.810, 0.570
82.820, 0.496
82.830, 0.439
82.840, 0.396
82.850, 0.362
82.860, 0.335
82.870, 0.317
82.880, 0.311
82.890, 0.322
82.900, 0.354
82.910, 0.408
82.920, 0.486
82.930, 0.588
82.940, 0.716
82.950, 0.878
82.960, 1.087
82.970, 1.356
82.980, 1.691
82.990, 2.083
83.000, 2.506
83.010, 2.911
83.020, 3.238
83.030, 3.429
83.040, 3.442
83.050, 3.268
83.060, 2.930
83.070, 2.481
83.080, 1.989
83.090, 1.520
83.100, 1.126
83.110, 0.839
83.120, 0.671
83.130, 0.615
83.140, 0.654
83.150, 0.758
83.160, 0.896
83.170, 1.035
83.180, 1.148
83.190, 1.217
83.200, 1.237
83.210, 1.223
83.220, 1.196
83.230, 1.184
83.240, 1.208
83.250, 1.277
83.260, 1.379
83.270, 1.488
83.280, 1.571
83.290, 1.596
83.300, 1.544
83.310, 1.415
83.320, 1.226
83.330, 1.003
83.340, 0.779
83.350, 0.582
83.360, 0.431
83.370, 0.334
83.380, 0.291
83.390, 0.294
83.400, 0.331
83.410, 0.387
83.420, 0.446
83.430, 0.495
83.440, 0.525
83.450, 0.533
83.460, 0.523
83.470, 0.503
83.480, 0.486
83.490, 0.483
83.500, 0.498
83.510, 0.529
83.520, 0.567
83.530, 0.600
83.540, 0.615
83.550, 0.603
83.560, 0.561
83.570, 0.493
83.580, 0.409
83.590, 0.319
83.600, 0.235
83.610, 0.164
83.620, 0.110
83.630, 0.072
83.640, 0.049
83.650, 0.038
83.660, 0.036
83.670, 0.041
83.680, 0.050
83.690, 0.063
83.700, 0.079
83.710, 0.098
83.720, 0.121
83.730, 0.149
83.740, 0.182
83.750, 0.221
83.760, 0.265
83.770, 0.314
83.780, 0.367
83.790, 0.422
83.800, 0.479
83.810, 0.539
83.820, 0.602
83.830, 0.665
83.840, 0.723
83.850, 0.769
83.860, 0.794
83.870, 0.790
83.880, 0.757
83.890, 0.697
83.900, 0.622
83.910, 0.547
83.920, 0.488
83.930, 0.456
83.940, 0.459
83.950, 0.498
83.960, 0.567
83.970, 0.653
83.980, 0.743
83.990, 0.821
84.000, 0.873
84.010, 0.890
84.020, 0.867
84.030, 0.810
84.040, 0.729
84.050, 0.638
84.060, 0.552
84.070, 0.484
84.080, 0.439
84.090, 0.418
84.100, 0.415
84.110, 0.419
84.120, 0.421
84.130, 0.413
84.140, 0.392
84.150, 0.360
84.160, 0.324
84.170, 0.292
84.180, 0.275
84.190, 0.280
84.200, 0.314
84.210, 0.379
84.220, 0.475
84.230, 0.595
84.240, 0.729
84.250, 0.861
84.260, 0.974
84.270, 1.049
84.280, 1.073
84.290, 1.041
84.300, 0.957
84.310, 0.832
84.320, 0.684
84.330, 0.533
84.340, 0.394
84.350, 0.277
84.360, 0.188
84.370, 0.124
84.380, 0.082
84.390, 0.056
84.400, 0.041
84.410, 0.032
84.420, 0.028
84.430, 0.028
84.440, 0.032
84.450, 0.041
84.460, 0.059
84.470, 0.090
84.480, 0.139
84.490, 0.215
84.500, 0.326
84.510, 0.484
84.520, 0.701
84.530, 0.987
84.540, 1.342
84.550, 1.758
84.560, 2.206
84.570, 2.643
84.580, 3.010
84.590, 3.251
84.600, 3.323
84.610, 3.210
84.620, 2.929
84.630, 2.526
84.640, 2.063
84.650, 1.600
84.660, 1.189
84.670, 0.855
84.680, 0.608
84.690, 0.438
84.700, 0.327
84.710, 0.258
84.720, 0.215
84.730, 0.189
84.740, 0.178
84.750, 0.183
84.760, 0.212
84.770, 0.274
84.780, 0.381
84.790, 0.540
84.800, 0.754
84.810, 1.018
84.820, 1.314
84.830, 1.613
84.840, 1.880
84.850, 2.083
84.860, 2.197
84.870, 2.215
84.880, 2.146
84.890, 2.011
84.900, 1.836
84.910, 1.643
84.920, 1.448
84.930, 1.256
84.940, 1.071
84.950, 0.893
84.960, 0.724
84.970, 0.570
84.980, 0.435
84.990, 0.324
85.000, 0.238
85.010, 0.178
85.020, 0.140
85.030, 0.121
85.040, 0.117
85.050, 0.126
85.060, 0.144
85.070, 0.169
85.080, 0.198
85.090, 0.230
85.100, 0.262
85.110, 0.294
85.120, 0.326
85.130, 0.359
85.140, 0.391
85.150, 0.422
85.160, 0.450
85.170, 0.469
85.180, 0.475
85.190, 0.466
85.200, 0.445
85.210, 0.419
85.220, 0.400
85.230, 0.402
85.240, 0.438
85.250, 0.519
85.260, 0.644
85.270, 0.805
85.280, 0.982
85.290, 1.148
85.300, 1.274
85.310, 1.335
85.320, 1.319
85.330, 1.227
85.340, 1.075
85.350, 0.889
85.360, 0.697
85.370, 0.521
85.380, 0.379
85.390, 0.278
85.400, 0.216
85.410, 0.187
85.420, 0.182
85.430, 0.190
85.440, 0.203
85.450, 0.215
85.460, 0.222
85.470, 0.226
85.480, 0.231
85.490, 0.243
85.500, 0.268
85.510, 0.312
85.520, 0.374
85.530, 0.453
85.540, 0.540
85.550, 0.621
85.560, 0.684
85.570, 0.716
85.580, 0.710
85.590, 0.668
85.600, 0.595
85.610, 0.507
85.620, 0.417
85.630, 0.341
85.640, 0.291
85.650, 0.273
85.660, 0.289
85.670, 0.336
85.680, 0.406
85.690, 0.488
85.700, 0.572
85.710, 0.647
85.720, 0.707
85.730, 0.751
85.740, 0.780
85.750, 0.798
85.760, 0.807
85.770, 0.809
85.780, 0.798
85.790, 0.773
85.800, 0.729
85.810, 0.669
85.820, 0.596
85.830, 0.519
85.840, 0.447
85.850, 0.387
85.860, 0.342
85.870, 0.312
85.880, 0.296
85.890, 0.292
85.900, 0.299
85.910, 0.317
85.920, 0.346
85.930, 0.387
85.940, 0.436
85.950, 0.488
85.960, 0.536
85.970, 0.572
85.980, 0.592
85.990, 0.593
86.000, 0.579
86.010, 0.553
86.020, 0.521
86.030, 0.489
86.040, 0.456
86.050, 0.424
86.060, 0.391
86.070, 0.355
86.080, 0.319
86.090, 0.283
86.100, 0.250
86.110, 0.224
86.120, 0.204
86.130, 0.191
86.140, 0.182
86.150, 0.177
86.160, 0.173
86.170, 0.171
86.180, 0.170
86.190, 0.172
86.200, 0.177
86.210, 0.183
86.220, 0.189
86.230, 0.191
86.240, 0.189
86.250, 0.179
86.260, 0.162
86.270, 0.140
86.280, 0.115
86.290, 0.089
86.300, 0.066
86.310, 0.047
86.320, 0.032
86.330, 0.022
86.340, 0.017
86.350, 0.015
86.360, 0.016
86.370, 0.019
86.380, 0.023
86.390, 0.028
86.400, 0.033
86.410, 0.039
86.420, 0.046
86.430, 0.055
86.440, 0.067
86.450, 0.082
86.460, 0.102
86.470, 0.123
86.480, 0.145
86.490, 0.163
86.500, 0.175
86.510, 0.178
86.520, 0.171
86.530, 0.155
86.540, 0.133
86.550, 0.108
86.560, 0.083
86.570, 0.061
86.580, 0.044
86.590, 0.032
86.600, 0.028
86.610, 0.029
86.620, 0.036
86.630, 0.048
86.640, 0.066
86.650, 0.089
86.660, 0.114
86.670, 0.141
86.680, 0.166
86.690, 0.188
86.700, 0.204
86.710, 0.212
86.720, 0.213
86.730, 0.207
86.740, 0.199
86.750, 0.191
86.760, 0.186
86.770, 0.188
86.780, 0.198
86.790, 0.220
86.800, 0.253
86.810, 0.294
86.820, 0.342
86.830, 0.389
86.840, 0.429
86.850, 0.455
86.860, 0.463
86.870, 0.452
86.880, 0.425
86.890, 0.389
86.900, 0.352
86.910, 0.320
86.920, 0.298
86.930, 0.288
86.940, 0.287
86.950, 0.290
86.960, 0.294
86.970, 0.292
86.980, 0.281
86.990, 0.263
87.000, 0.237
87.010, 0.210
87.020, 0.186
87.030, 0.171
87.040, 0.168
87.050, 0.181
87.060, 0.212
87.070, 0.257
87.080, 0.311
87.090, 0.367
87.100, 0.417
87.110, 0.451
87.120, 0.464
87.130, 0.456
87.140, 0.430
87.150, 0.396
87.160, 0.366
87.170, 0.352
87.180, 0.364
87.190, 0.411
87.200, 0.492
87.210, 0.600
87.220, 0.723
87.230, 0.842
87.240, 0.935
87.250, 0.986
87.260, 0.984
87.270, 0.930
87.280, 0.832
87.290, 0.707
87.300, 0.574
87.310, 0.448
87.320, 0.343
87.330, 0.264
87.340, 0.212
87.350, 0.182
87.360, 0.168
87.370, 0.163
87.380, 0.161
87.390, 0.159
87.400, 0.154
87.410, 0.148
87.420, 0.141
87.430, 0.139
87.440, 0.146
87.450, 0.167
87.460, 0.209
87.470, 0.273
87.480, 0.360
87.490, 0.467
87.500, 0.584
87.510, 0.700
87.520, 0.798
87.530, 0.864
87.540, 0.890
87.550, 0.873
87.560, 0.817
87.570, 0.733
87.580, 0.637
87.590, 0.543
87.600, 0.464
87.610, 0.407
87.620, 0.375
87.630, 0.367
87.640, 0.377
87.650, 0.402
87.660, 0.439
87.670, 0.488
87.680, 0.555
87.690, 0.649
87.700, 0.776
87.710, 0.940
87.720, 1.136
87.730, 1.347
87.740, 1.548
87.750, 1.710
87.760, 1.805
87.770, 1.817
87.780, 1.745
87.790, 1.600
87.800, 1.406
87.810, 1.189
87.820, 0.972
87.830, 0.774
87.840, 0.605
87.850, 0.469
87.860, 0.365
87.870, 0.290
87.880, 0.239
87.890, 0.210
87.900, 0.196
87.910, 0.194
87.920, 0.200
87.930, 0.212
87.940, 0.230
87.950, 0.256
87.960, 0.294
87.970, 0.349
87.980, 0.421
87.990, 0.512
88.000, 0.614
88.010, 0.715
88.020, 0.800
88.030, 0.854
88.040, 0.866
88.050, 0.833
88.060, 0.760
88.070, 0.659
88.080, 0.546
88.090, 0.437
88.100, 0.348
88.110, 0.286
88.120, 0.255
88.130, 0.254
88.140, 0.278
88.150, 0.319
88.160, 0.365
88.170, 0.405
88.180, 0.430
88.190, 0.434
88.200, 0.416
88.210, 0.377
88.220, 0.324
88.230, 0.266
88.240, 0.210
88.250, 0.160
88.260, 0.119
88.270, 0.088
88.280, 0.065
88.290, 0.049
88.300, 0.037
88.310, 0.028
88.320, 0.021
88.330, 0.017
88.340, 0.015
88.350, 0.015
88.360, 0.019
88.370, 0.027
88.380, 0.039
88.390, 0.057
88.400, 0.079
88.410, 0.106
88.420, 0.136
88.430, 0.166
88.440, 0.193
88.450, 0.212
88.460, 0.221
88.470, 0.218
88.480, 0.204
88.490, 0.181
88.500, 0.152
88.510, 0.123
88.520, 0.096
88.530, 0.073
88.540, 0.055
88.550, 0.043
88.560, 0.034
88.570, 0.029
88.580, 0.026
88.590, 0.025
88.600, 0.024
88.610, 0.024
88.620, 0.024
88.630, 0.025
88.640, 0.026
88.650, 0.028
88.660, 0.032
88.670, 0.041
88.680, 0.056
88.690, 0.081
88.700, 0.116
88.710, 0.163
88.720, 0.221
88.730, 0.287
88.740, 0.354
88.750, 0.414
88.760, 0.459
88.770, 0.482
88.780, 0.480
88.790, 0.454
88.800, 0.409
88.810, 0.353
88.820, 0.294
88.830, 0.239
88.840, 0.191
88.850, 0.154
88.860, 0.127
88.870, 0.112
88.880, 0.108
88.890, 0.115
88.900, 0.136
88.910, 0.169
88.920, 0.213
88.930, 0.265
88.940, 0.318
88.950, 0.367
88.960, 0.406
88.970, 0.431
88.980, 0.443
88.990, 0.447
89.000, 0.448
89.010, 0.454
89.020, 0.474
89.030, 0.511
89.040, 0.567
89.050, 0.640
89.060, 0.724
89.070, 0.810
89.080, 0.888
89.090, 0.946
89.100, 0.976
89.110, 0.972
89.120, 0.933
89.130, 0.863
89.140, 0.771
89.150, 0.670
89.160, 0.571
89.170, 0.488
89.180, 0.430
89.190, 0.403
89.200, 0.412
89.210, 0.451
89.220, 0.515
89.230, 0.590
89.240, 0.663
89.250, 0.719
89.260, 0.749
89.270, 0.748
89.280, 0.716
89.290, 0.662
89.300, 0.597
89.310, 0.537
89.320, 0.493
89.330, 0.475
89.340, 0.488
89.350, 0.527
89.360, 0.587
89.370, 0.654
89.380, 0.714
89.390, 0.754
89.400, 0.765
89.410, 0.743
89.420, 0.688
89.430, 0.609
89.440, 0.516
89.450, 0.422
89.460, 0.337
89.470, 0.271
89.480, 0.226
89.490, 0.205
89.500, 0.205
89.510, 0.218
89.520, 0.240
89.530, 0.262
89.540, 0.279
89.550, 0.285
89.560, 0.279
89.570, 0.262
89.580, 0.237
89.590, 0.209
89.600, 0.184
89.610, 0.165
89.620, 0.156
89.630, 0.156
89.640, 0.166
89.650, 0.182
89.660, 0.200
89.670, 0.215
89.680, 0.223
89.690, 0.222
89.700, 0.210
89.710, 0.190
89.720, 0.162
89.730, 0.132
89.740, 0.103
89.750, 0.078
89.760, 0.058
89.770, 0.043
89.780, 0.035
89.790, 0.031
89.800, 0.031
89.810, 0.033
89.820, 0.038
89.830, 0.043
89.840, 0.049
89.850, 0.055
89.860, 0.060
89.870, 0.063
89.880, 0.066
89.890, 0.066
89.900, 0.065
89.910, 0.062
89.920, 0.059
89.930, 0.057
89.940, 0.055
89.950, 0.054
89.960, 0.054
89.970, 0.054
89.980, 0.054
89.990, 0.054
90.000, 0.054
##END=



