##NAMES=Ancylite-(Ce)
##RRUFFID=R060218
##IDEAL CHEMISTRY=CeSr(CO_3_)_2_(OH)&#183;H_2_O
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Royal Ontario Museum
##DESCRIPTION=Pale pink prismatic crystals
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060218
##MEASURED CHEMISTRY=(Ce_0.40_(La,Pr)_0.23_Ca_0.18_Nd_0.10_Sr_0.09_)_Σ=1_CO_3_((OH)_0.67_(H_2_O)_0.27_F_0.06_)_Σ=1_
##CELL PARAMETERS=a: 4.992(3) b: 8.479(4) c: 7.247(4) alpha: 90 beta: 90 gamma: 90 volume: 306.74(15) crystal system: orthorhombic
49.690, 5.597
49.700, 7.074
49.710, 8.894
49.720, 10.556
49.730, 11.607
49.740, 11.758
49.750, 10.966
49.760, 9.433
49.770, 7.511
49.780, 5.571
49.790, 3.884
49.800, 2.576
49.810, 1.649
49.820, 1.033
49.830, 0.638
49.840, 0.392
49.850, 0.243
49.860, 0.163
49.870, 0.132
49.880, 0.139
49.890, 0.171
49.900, 0.217
49.910, 0.263
49.920, 0.296
49.930, 0.307
49.940, 0.293
49.950, 0.256
49.960, 0.205
49.970, 0.150
49.980, 0.101
49.990, 0.062
50.000, 0.035
50.010, 0.018
50.020, 0.009
50.030, 0.004
50.040, 0.002
50.050, 0.001
50.060, 0.000
50.070, 0.000
50.080, 0.000
50.090, 0.000
50.100, 0.000
50.110, 0.000
50.120, 0.000
50.130, 0.000
50.140, 0.000
50.150, 0.000
50.160, 0.000
50.170, 0.000
50.180, 0.001
50.190, 0.004
50.200, 0.013
50.210, 0.036
50.220, 0.095
50.230, 0.231
50.240, 0.513
50.250, 1.049
50.260, 1.968
50.270, 3.390
50.280, 5.362
50.290, 7.786
50.300, 10.381
50.310, 12.706
50.320, 14.280
50.330, 14.735
50.340, 13.965
50.350, 12.166
50.360, 9.768
50.370, 7.289
50.380, 5.178
50.390, 3.730
50.400, 3.063
50.410, 3.143
50.420, 3.826
50.430, 4.880
50.440, 6.014
50.450, 6.924
50.460, 7.361
50.470, 7.197
50.480, 6.464
50.490, 5.331
50.500, 4.036
50.510, 2.806
50.520, 1.790
50.530, 1.049
50.540, 0.564
50.550, 0.278
50.560, 0.126
50.570, 0.052
50.580, 0.020
50.590, 0.007
50.600, 0.002
50.610, 0.001
50.620, 0.000
50.630, 0.000
50.640, 0.000
50.650, 0.000
50.660, 0.000
50.670, 0.000
50.680, 0.000
50.690, 0.000
50.700, 0.000
50.710, 0.000
50.720, 0.000
50.730, 0.000
50.740, 0.000
50.750, 0.000
50.760, 0.000
50.770, 0.000
50.780, 0.000
50.790, 0.000
50.800, 0.000
50.810, 0.000
50.820, 0.000
50.830, 0.000
50.840, 0.000
50.850, 0.000
50.860, 0.000
50.870, 0.000
50.880, 0.000
50.890, 0.000
50.900, 0.000
50.910, 0.000
50.920, 0.000
50.930, 0.000
50.940, 0.000
50.950, 0.000
50.960, 0.000
50.970, 0.000
50.980, 0.000
50.990, 0.000
51.000, 0.000
51.010, 0.000
51.020, 0.000
51.030, 0.000
51.040, 0.000
51.050, 0.000
51.060, 0.000
51.070, 0.000
51.080, 0.000
51.090, 0.000
51.100, 0.000
51.110, 0.000
51.120, 0.000
51.130, 0.000
51.140, 0.000
51.150, 0.000
51.160, 0.000
51.170, 0.000
51.180, 0.000
51.190, 0.000
51.200, 0.000
51.210, 0.000
51.220, 0.000
51.230, 0.000
51.240, 0.000
51.250, 0.000
51.260, 0.000
51.270, 0.000
51.280, 0.000
51.290, 0.000
51.300, 0.000
51.310, 0.000
51.320, 0.000
51.330, 0.000
51.340, 0.000
51.350, 0.000
51.360, 0.000
51.370, 0.000
51.380, 0.000
51.390, 0.000
51.400, 0.000
51.410, 0.001
51.420, 0.004
51.430, 0.010
51.440, 0.026
51.450, 0.059
51.460, 0.125
51.470, 0.241
51.480, 0.428
51.490, 0.698
51.500, 1.045
51.510, 1.436
51.520, 1.812
51.530, 2.099
51.540, 2.232
51.550, 2.180
51.560, 1.956
51.570, 1.614
51.580, 1.230
51.590, 0.878
51.600, 0.611
51.610, 0.454
51.620, 0.412
51.630, 0.472
51.640, 0.608
51.650, 0.783
51.660, 0.953
51.670, 1.076
51.680, 1.119
51.690, 1.069
51.700, 0.938
51.710, 0.756
51.720, 0.559
51.730, 0.380
51.740, 0.237
51.750, 0.135
51.760, 0.071
51.770, 0.034
51.780, 0.015
51.790, 0.006
51.800, 0.002
51.810, 0.001
51.820, 0.000
51.830, 0.000
51.840, 0.000
51.850, 0.000
51.860, 0.000
51.870, 0.000
51.880, 0.000
51.890, 0.000
51.900, 0.000
51.910, 0.000
51.920, 0.000
51.930, 0.000
51.940, 0.000
51.950, 0.000
51.960, 0.000
51.970, 0.000
51.980, 0.000
51.990, 0.000
52.000, 0.000
52.010, 0.000
52.020, 0.000
52.030, 0.000
52.040, 0.000
52.050, 0.000
52.060, 0.000
52.070, 0.000
52.080, 0.000
52.090, 0.000
52.100, 0.000
52.110, 0.000
52.120, 0.000
52.130, 0.000
52.140, 0.000
52.150, 0.000
52.160, 0.000
52.170, 0.000
52.180, 0.000
52.190, 0.000
52.200, 0.000
52.210, 0.000
52.220, 0.000
52.230, 0.000
52.240, 0.000
52.250, 0.000
52.260, 0.000
52.270, 0.000
52.280, 0.000
52.290, 0.000
52.300, 0.000
52.310, 0.000
52.320, 0.000
52.330, 0.000
52.340, 0.000
52.350, 0.000
52.360, 0.000
52.370, 0.000
52.380, 0.000
52.390, 0.000
52.400, 0.000
52.410, 0.000
52.420, 0.000
52.430, 0.000
52.440, 0.000
52.450, 0.000
52.460, 0.000
52.470, 0.000
52.480, 0.000
52.490, 0.000
52.500, 0.000
52.510, 0.000
52.520, 0.000
52.530, 0.000
52.540, 0.000
52.550, 0.000
52.560, 0.000
52.570, 0.000
52.580, 0.000
52.590, 0.000
52.600, 0.000
52.610, 0.000
52.620, 0.000
52.630, 0.000
52.640, 0.000
52.650, 0.000
52.660, 0.000
52.670, 0.000
52.680, 0.000
52.690, 0.000
52.700, 0.000
52.710, 0.000
52.720, 0.000
52.730, 0.000
52.740, 0.000
52.750, 0.000
52.760, 0.000
52.770, 0.000
52.780, 0.000
52.790, 0.000
52.800, 0.000
52.810, 0.000
52.820, 0.000
52.830, 0.000
52.840, 0.000
52.850, 0.000
52.860, 0.000
52.870, 0.000
52.880, 0.000
52.890, 0.000
52.900, 0.000
52.910, 0.000
52.920, 0.000
52.930, 0.000
52.940, 0.000
52.950, 0.000
52.960, 0.001
52.970, 0.004
52.980, 0.012
52.990, 0.031
53.000, 0.073
53.010, 0.162
53.020, 0.329
53.030, 0.613
53.040, 1.052
53.050, 1.658
53.060, 2.403
53.070, 3.201
53.080, 3.921
53.090, 4.415
53.100, 4.571
53.110, 4.352
53.120, 3.811
53.130, 3.075
53.140, 2.297
53.150, 1.614
53.160, 1.121
53.170, 0.867
53.180, 0.875
53.190, 1.154
53.200, 1.719
53.210, 2.582
53.220, 3.745
53.230, 5.174
53.240, 6.777
53.250, 8.387
53.260, 9.771
53.270, 10.673
53.280, 10.888
53.290, 10.339
53.300, 9.114
53.310, 7.446
53.320, 5.644
53.330, 3.999
53.340, 2.720
53.350, 1.913
53.360, 1.594
53.370, 1.720
53.380, 2.202
53.390, 2.917
53.400, 3.704
53.410, 4.382
53.420, 4.785
53.430, 4.812
53.440, 4.450
53.450, 3.785
53.460, 2.960
53.470, 2.129
53.480, 1.408
53.490, 0.856
53.500, 0.479
53.510, 0.246
53.520, 0.116
53.530, 0.051
53.540, 0.020
53.550, 0.007
53.560, 0.003
53.570, 0.001
53.580, 0.000
53.590, 0.000
53.600, 0.000
53.610, 0.000
53.620, 0.000
53.630, 0.000
53.640, 0.001
53.650, 0.002
53.660, 0.007
53.670, 0.019
53.680, 0.048
53.690, 0.110
53.700, 0.232
53.710, 0.453
53.720, 0.811
53.730, 1.338
53.740, 2.031
53.750, 2.841
53.760, 3.664
53.770, 4.370
53.780, 4.845
53.790, 5.042
53.800, 5.012
53.810, 4.890
53.820, 4.838
53.830, 4.979
53.840, 5.329
53.850, 5.800
53.860, 6.231
53.870, 6.467
53.880, 6.420
53.890, 6.096
53.900, 5.575
53.910, 4.959
53.920, 4.334
53.930, 3.755
53.940, 3.252
53.950, 2.856
53.960, 2.599
53.970, 2.506
53.980, 2.568
53.990, 2.731
54.000, 2.903
54.010, 2.981
54.020, 2.892
54.030, 2.616
54.040, 2.193
54.050, 1.696
54.060, 1.209
54.070, 0.794
54.080, 0.480
54.090, 0.267
54.100, 0.136
54.110, 0.064
54.120, 0.028
54.130, 0.011
54.140, 0.004
54.150, 0.001
54.160, 0.000
54.170, 0.000
54.180, 0.000
54.190, 0.000
54.200, 0.000
54.210, 0.000
54.220, 0.000
54.230, 0.000
54.240, 0.000
54.250, 0.000
54.260, 0.000
54.270, 0.000
54.280, 0.000
54.290, 0.000
54.300, 0.000
54.310, 0.000
54.320, 0.000
54.330, 0.000
54.340, 0.000
54.350, 0.000
54.360, 0.000
54.370, 0.000
54.380, 0.000
54.390, 0.000
54.400, 0.000
54.410, 0.000
54.420, 0.000
54.430, 0.000
54.440, 0.000
54.450, 0.000
54.460, 0.000
54.470, 0.000
54.480, 0.000
54.490, 0.000
54.500, 0.000
54.510, 0.000
54.520, 0.000
54.530, 0.000
54.540, 0.000
54.550, 0.000
54.560, 0.000
54.570, 0.000
54.580, 0.000
54.590, 0.000
54.600, 0.000
54.610, 0.000
54.620, 0.000
54.630, 0.000
54.640, 0.000
54.650, 0.000
54.660, 0.000
54.670, 0.000
54.680, 0.000
54.690, 0.000
54.700, 0.000
54.710, 0.000
54.720, 0.000
54.730, 0.000
54.740, 0.000
54.750, 0.000
54.760, 0.000
54.770, 0.000
54.780, 0.000
54.790, 0.000
54.800, 0.001
54.810, 0.004
54.820, 0.013
54.830, 0.035
54.840, 0.090
54.850, 0.211
54.860, 0.456
54.870, 0.910
54.880, 1.672
54.890, 2.829
54.900, 4.406
54.910, 6.319
54.920, 8.345
54.930, 10.148
54.940, 11.364
54.950, 11.719
54.960, 11.130
54.970, 9.741
54.980, 7.869
54.990, 5.897
55.000, 4.165
55.010, 2.903
55.020, 2.216
55.030, 2.113
55.040, 2.534
55.050, 3.367
55.060, 4.446
55.070, 5.558
55.080, 6.466
55.090, 6.962
55.100, 6.926
55.110, 6.368
55.120, 5.419
55.130, 4.292
55.140, 3.205
55.150, 2.330
55.160, 1.755
55.170, 1.487
55.180, 1.465
55.190, 1.594
55.200, 1.768
55.210, 1.893
55.220, 1.908
55.230, 1.793
55.240, 1.563
55.250, 1.265
55.260, 0.954
55.270, 0.676
55.280, 0.465
55.290, 0.335
55.300, 0.284
55.310, 0.302
55.320, 0.371
55.330, 0.468
55.340, 0.566
55.350, 0.640
55.360, 0.670
55.370, 0.646
55.380, 0.574
55.390, 0.471
55.400, 0.355
55.410, 0.247
55.420, 0.158
55.430, 0.093
55.440, 0.051
55.450, 0.025
55.460, 0.012
55.470, 0.005
55.480, 0.002
55.490, 0.001
55.500, 0.002
55.510, 0.004
55.520, 0.010
55.530, 0.022
55.540, 0.043
55.550, 0.078
55.560, 0.130
55.570, 0.201
55.580, 0.285
55.590, 0.374
55.600, 0.451
55.610, 0.501
55.620, 0.513
55.630, 0.484
55.640, 0.421
55.650, 0.338
55.660, 0.251
55.670, 0.174
55.680, 0.116
55.690, 0.082
55.700, 0.071
55.710, 0.080
55.720, 0.107
55.730, 0.145
55.740, 0.187
55.750, 0.225
55.760, 0.250
55.770, 0.257
55.780, 0.242
55.790, 0.211
55.800, 0.169
55.810, 0.125
55.820, 0.085
55.830, 0.054
55.840, 0.031
55.850, 0.016
55.860, 0.008
55.870, 0.004
55.880, 0.002
55.890, 0.001
55.900, 0.000
55.910, 0.000
55.920, 0.000
55.930, 0.000
55.940, 0.000
55.950, 0.000
55.960, 0.000
55.970, 0.000
55.980, 0.000
55.990, 0.000
56.000, 0.000
56.010, 0.000
56.020, 0.000
56.030, 0.000
56.040, 0.000
56.050, 0.000
56.060, 0.000
56.070, 0.000
56.080, 0.000
56.090, 0.000
56.100, 0.000
56.110, 0.000
56.120, 0.000
56.130, 0.000
56.140, 0.000
56.150, 0.001
56.160, 0.003
56.170, 0.009
56.180, 0.024
56.190, 0.059
56.200, 0.137
56.210, 0.291
56.220, 0.572
56.230, 1.036
56.240, 1.729
56.250, 2.661
56.260, 3.775
56.270, 4.936
56.280, 5.951
56.290, 6.613
56.300, 6.775
56.310, 6.399
56.320, 5.573
56.330, 4.480
56.340, 3.331
56.350, 2.312
56.360, 1.541
56.370, 1.067
56.380, 0.892
56.390, 0.986
56.400, 1.307
56.410, 1.789
56.420, 2.347
56.430, 2.871
56.440, 3.249
56.450, 3.393
56.460, 3.268
56.470, 2.901
56.480, 2.374
56.490, 1.791
56.500, 1.246
56.510, 0.799
56.520, 0.472
56.530, 0.257
56.540, 0.129
56.550, 0.060
56.560, 0.026
56.570, 0.010
56.580, 0.004
56.590, 0.001
56.600, 0.000
56.610, 0.000
56.620, 0.000
56.630, 0.000
56.640, 0.000
56.650, 0.000
56.660, 0.000
56.670, 0.000
56.680, 0.000
56.690, 0.000
56.700, 0.000
56.710, 0.000
56.720, 0.000
56.730, 0.000
56.740, 0.000
56.750, 0.000
56.760, 0.000
56.770, 0.000
56.780, 0.000
56.790, 0.000
56.800, 0.000
56.810, 0.001
56.820, 0.003
56.830, 0.008
56.840, 0.019
56.850, 0.045
56.860, 0.096
56.870, 0.190
56.880, 0.348
56.890, 0.586
56.900, 0.910
56.910, 1.304
56.920, 1.723
56.930, 2.101
56.940, 2.362
56.950, 2.450
56.960, 2.344
56.970, 2.068
56.980, 1.685
56.990, 1.269
57.000, 0.890
57.010, 0.593
57.020, 0.400
57.030, 0.313
57.040, 0.323
57.050, 0.418
57.060, 0.578
57.070, 0.775
57.080, 0.973
57.090, 1.132
57.100, 1.217
57.110, 1.207
57.120, 1.105
57.130, 0.932
57.140, 0.726
57.150, 0.521
57.160, 0.345
57.170, 0.212
57.180, 0.122
57.190, 0.071
57.200, 0.054
57.210, 0.071
57.220, 0.135
57.230, 0.270
57.240, 0.517
57.250, 0.926
57.260, 1.551
57.270, 2.423
57.280, 3.536
57.290, 4.821
57.300, 6.143
57.310, 7.313
57.320, 8.130
57.330, 8.433
57.340, 8.157
57.350, 7.350
57.360, 6.168
57.370, 4.829
57.380, 3.548
57.390, 2.497
57.400, 1.774
57.410, 1.410
57.420, 1.387
57.430, 1.653
57.440, 2.134
57.450, 2.737
57.460, 3.352
57.470, 3.862
57.480, 4.164
57.490, 4.191
57.500, 3.932
57.510, 3.434
57.520, 2.788
57.530, 2.103
57.540, 1.472
57.550, 0.955
57.560, 0.574
57.570, 0.319
57.580, 0.164
57.590, 0.078
57.600, 0.034
57.610, 0.014
57.620, 0.005
57.630, 0.002
57.640, 0.001
57.650, 0.000
57.660, 0.000
57.670, 0.000
57.680, 0.000
57.690, 0.000
57.700, 0.001
57.710, 0.004
57.720, 0.010
57.730, 0.025
57.740, 0.057
57.750, 0.118
57.760, 0.227
57.770, 0.406
57.780, 0.670
57.790, 1.024
57.800, 1.448
57.810, 1.893
57.820, 2.288
57.830, 2.557
57.840, 2.642
57.850, 2.523
57.860, 2.227
57.870, 1.818
57.880, 1.374
57.890, 0.968
57.900, 0.647
57.910, 0.434
57.920, 0.333
57.930, 0.334
57.940, 0.425
57.950, 0.586
57.960, 0.791
57.970, 1.005
57.980, 1.188
57.990, 1.299
58.000, 1.315
58.010, 1.230
58.020, 1.063
58.030, 0.849
58.040, 0.627
58.050, 0.427
58.060, 0.269
58.070, 0.157
58.080, 0.084
58.090, 0.042
58.100, 0.019
58.110, 0.008
58.120, 0.003
58.130, 0.001
58.140, 0.000
58.150, 0.000
58.160, 0.000
58.170, 0.000
58.180, 0.000
58.190, 0.000
58.200, 0.000
58.210, 0.000
58.220, 0.001
58.230, 0.003
58.240, 0.009
58.250, 0.019
58.260, 0.040
58.270, 0.076
58.280, 0.134
58.290, 0.219
58.300, 0.329
58.310, 0.458
58.320, 0.589
58.330, 0.700
58.340, 0.768
58.350, 0.782
58.360, 0.744
58.370, 0.676
58.380, 0.618
58.390, 0.626
58.400, 0.765
58.410, 1.105
58.420, 1.701
58.430, 2.574
58.440, 3.684
58.450, 4.914
58.460, 6.075
58.470, 6.949
58.480, 7.353
58.490, 7.196
58.500, 6.516
58.510, 5.463
58.520, 4.245
58.530, 3.069
58.540, 2.088
58.550, 1.384
58.560, 0.980
58.570, 0.864
58.580, 1.003
58.590, 1.356
58.600, 1.863
58.610, 2.440
58.620, 2.981
58.630, 3.373
58.640, 3.528
58.650, 3.408
58.660, 3.041
58.670, 2.506
58.680, 1.907
58.690, 1.340
58.700, 0.870
58.710, 0.521
58.720, 0.289
58.730, 0.148
58.740, 0.071
58.750, 0.034
58.760, 0.021
58.770, 0.024
58.780, 0.041
58.790, 0.073
58.800, 0.125
58.810, 0.198
58.820, 0.291
58.830, 0.394
58.840, 0.493
58.850, 0.571
58.860, 0.610
58.870, 0.602
58.880, 0.549
58.890, 0.463
58.900, 0.361
58.910, 0.261
58.920, 0.176
58.930, 0.115
58.940, 0.078
58.950, 0.066
58.960, 0.075
58.970, 0.103
58.980, 0.145
58.990, 0.194
59.000, 0.244
59.010, 0.283
59.020, 0.304
59.030, 0.302
59.040, 0.277
59.050, 0.235
59.060, 0.184
59.070, 0.133
59.080, 0.089
59.090, 0.055
59.100, 0.031
59.110, 0.016
59.120, 0.008
59.130, 0.004
59.140, 0.001
59.150, 0.001
59.160, 0.000
59.170, 0.000
59.180, 0.000
59.190, 0.000
59.200, 0.000
59.210, 0.000
59.220, 0.000
59.230, 0.000
59.240, 0.000
59.250, 0.000
59.260, 0.000
59.270, 0.000
59.280, 0.000
59.290, 0.000
59.300, 0.000
59.310, 0.000
59.320, 0.000
59.330, 0.000
59.340, 0.000
59.350, 0.000
59.360, 0.000
59.370, 0.000
59.380, 0.000
59.390, 0.000
59.400, 0.000
59.410, 0.000
59.420, 0.000
59.430, 0.000
59.440, 0.000
59.450, 0.000
59.460, 0.000
59.470, 0.000
59.480, 0.000
59.490, 0.000
59.500, 0.000
59.510, 0.000
59.520, 0.000
59.530, 0.000
59.540, 0.000
59.550, 0.000
59.560, 0.000
59.570, 0.000
59.580, 0.000
59.590, 0.000
59.600, 0.000
59.610, 0.000
59.620, 0.000
59.630, 0.000
59.640, 0.000
59.650, 0.000
59.660, 0.000
59.670, 0.000
59.680, 0.000
59.690, 0.000
59.700, 0.000
59.710, 0.000
59.720, 0.000
59.730, 0.000
59.740, 0.000
59.750, 0.000
59.760, 0.000
59.770, 0.000
59.780, 0.000
59.790, 0.000
59.800, 0.000
59.810, 0.000
59.820, 0.000
59.830, 0.000
59.840, 0.000
59.850, 0.000
59.860, 0.000
59.870, 0.000
59.880, 0.000
59.890, 0.000
59.900, 0.000
59.910, 0.000
59.920, 0.000
59.930, 0.000
59.940, 0.000
59.950, 0.000
59.960, 0.000
59.970, 0.000
59.980, 0.000
59.990, 0.000
60.000, 0.000
60.010, 0.000
60.020, 0.000
60.030, 0.000
60.040, 0.000
60.050, 0.000
60.060, 0.002
60.070, 0.005
60.080, 0.012
60.090, 0.031
60.100, 0.074
60.110, 0.161
60.120, 0.323
60.130, 0.600
60.140, 1.031
60.150, 1.638
60.160, 2.407
60.170, 3.271
60.180, 4.110
60.190, 4.776
60.200, 5.132
60.210, 5.100
60.220, 4.687
60.230, 3.985
60.240, 3.134
60.250, 2.285
60.260, 1.553
60.270, 1.005
60.280, 0.660
60.290, 0.511
60.300, 0.537
60.310, 0.717
60.320, 1.024
60.330, 1.421
60.340, 1.849
60.350, 2.233
60.360, 2.497
60.370, 2.583
60.380, 2.472
60.390, 2.187
60.400, 1.789
60.410, 1.354
60.420, 0.947
60.430, 0.613
60.440, 0.367
60.450, 0.203
60.460, 0.104
60.470, 0.049
60.480, 0.022
60.490, 0.009
60.500, 0.003
60.510, 0.001
60.520, 0.000
60.530, 0.000
60.540, 0.000
60.550, 0.000
60.560, 0.000
60.570, 0.000
60.580, 0.001
60.590, 0.002
60.600, 0.003
60.610, 0.005
60.620, 0.007
60.630, 0.010
60.640, 0.013
60.650, 0.016
60.660, 0.017
60.670, 0.018
60.680, 0.017
60.690, 0.015
60.700, 0.012
60.710, 0.009
60.720, 0.006
60.730, 0.004
60.740, 0.003
60.750, 0.002
60.760, 0.002
60.770, 0.002
60.780, 0.003
60.790, 0.004
60.800, 0.006
60.810, 0.007
60.820, 0.008
60.830, 0.009
60.840, 0.009
60.850, 0.009
60.860, 0.010
60.870, 0.015
60.880, 0.028
60.890, 0.059
60.900, 0.125
60.910, 0.251
60.920, 0.470
60.930, 0.816
60.940, 1.312
60.950, 1.952
60.960, 2.688
60.970, 3.425
60.980, 4.039
60.990, 4.407
61.000, 4.451
61.010, 4.164
61.020, 3.615
61.030, 2.927
61.040, 2.244
61.050, 1.696
61.060, 1.375
61.070, 1.333
61.080, 1.584
61.090, 2.103
61.100, 2.829
61.110, 3.661
61.120, 4.472
61.130, 5.126
61.140, 5.514
61.150, 5.586
61.160, 5.367
61.170, 4.957
61.180, 4.509
61.190, 4.179
61.200, 4.090
61.210, 4.283
61.220, 4.712
61.230, 5.252
61.240, 5.742
61.250, 6.036
61.260, 6.049
61.270, 5.773
61.280, 5.262
61.290, 4.603
61.300, 3.885
61.310, 3.177
61.320, 2.530
61.330, 1.983
61.340, 1.573
61.350, 1.330
61.360, 1.272
61.370, 1.396
61.380, 1.664
61.390, 2.010
61.400, 2.345
61.410, 2.578
61.420, 2.644
61.430, 2.517
61.440, 2.220
61.450, 1.814
61.460, 1.372
61.470, 0.960
61.480, 0.622
61.490, 0.373
61.500, 0.207
61.510, 0.106
61.520, 0.051
61.530, 0.022
61.540, 0.009
61.550, 0.003
61.560, 0.001
61.570, 0.000
61.580, 0.000
61.590, 0.000
61.600, 0.000
61.610, 0.000
61.620, 0.000
61.630, 0.000
61.640, 0.000
61.650, 0.000
61.660, 0.000
61.670, 0.000
61.680, 0.000
61.690, 0.000
61.700, 0.000
61.710, 0.000
61.720, 0.000
61.730, 0.000
61.740, 0.000
61.750, 0.000
61.760, 0.000
61.770, 0.000
61.780, 0.000
61.790, 0.000
61.800, 0.000
61.810, 0.000
61.820, 0.000
61.830, 0.000
61.840, 0.000
61.850, 0.000
61.860, 0.000
61.870, 0.000
61.880, 0.000
61.890, 0.000
61.900, 0.000
61.910, 0.000
61.920, 0.000
61.930, 0.000
61.940, 0.000
61.950, 0.000
61.960, 0.000
61.970, 0.000
61.980, 0.000
61.990, 0.000
62.000, 0.000
62.010, 0.000
62.020, 0.000
62.030, 0.000
62.040, 0.000
62.050, 0.000
62.060, 0.000
62.070, 0.000
62.080, 0.000
62.090, 0.000
62.100, 0.000
62.110, 0.000
62.120, 0.000
62.130, 0.000
62.140, 0.000
62.150, 0.000
62.160, 0.000
62.170, 0.000
62.180, 0.000
62.190, 0.000
62.200, 0.000
62.210, 0.001
62.220, 0.001
62.230, 0.003
62.240, 0.006
62.250, 0.011
62.260, 0.019
62.270, 0.030
62.280, 0.043
62.290, 0.058
62.300, 0.073
62.310, 0.084
62.320, 0.090
62.330, 0.089
62.340, 0.082
62.350, 0.069
62.360, 0.055
62.370, 0.040
62.380, 0.027
62.390, 0.017
62.400, 0.011
62.410, 0.008
62.420, 0.008
62.430, 0.010
62.440, 0.014
62.450, 0.020
62.460, 0.028
62.470, 0.035
62.480, 0.041
62.490, 0.045
62.500, 0.045
62.510, 0.042
62.520, 0.036
62.530, 0.029
62.540, 0.022
62.550, 0.015
62.560, 0.009
62.570, 0.006
62.580, 0.003
62.590, 0.002
62.600, 0.001
62.610, 0.001
62.620, 0.002
62.630, 0.006
62.640, 0.017
62.650, 0.044
62.660, 0.106
62.670, 0.237
62.680, 0.494
62.690, 0.952
62.700, 1.701
62.710, 2.816
62.720, 4.319
62.730, 6.140
62.740, 8.087
62.750, 9.870
62.760, 11.161
62.770, 11.695
62.780, 11.355
62.790, 10.215
62.800, 8.517
62.810, 6.582
62.820, 4.722
62.830, 3.160
62.840, 2.008
62.850, 1.286
62.860, 0.960
62.870, 0.987
62.880, 1.329
62.890, 1.947
62.900, 2.788
62.910, 3.755
62.920, 4.704
62.930, 5.468
62.940, 5.890
62.950, 5.881
62.960, 5.441
62.970, 4.664
62.980, 3.705
62.990, 2.728
63.000, 1.861
63.010, 1.177
63.020, 0.691
63.030, 0.378
63.040, 0.195
63.050, 0.099
63.060, 0.055
63.070, 0.040
63.080, 0.038
63.090, 0.042
63.100, 0.046
63.110, 0.047
63.120, 0.046
63.130, 0.041
63.140, 0.034
63.150, 0.026
63.160, 0.019
63.170, 0.013
63.180, 0.010
63.190, 0.010
63.200, 0.016
63.210, 0.029
63.220, 0.055
63.230, 0.098
63.240, 0.163
63.250, 0.253
63.260, 0.364
63.270, 0.488
63.280, 0.610
63.290, 0.719
63.300, 0.805
63.310, 0.875
63.320, 0.945
63.330, 1.038
63.340, 1.176
63.350, 1.360
63.360, 1.572
63.370, 1.769
63.380, 1.903
63.390, 1.933
63.400, 1.845
63.410, 1.655
63.420, 1.404
63.430, 1.140
63.440, 0.907
63.450, 0.727
63.460, 0.606
63.470, 0.534
63.480, 0.498
63.490, 0.489
63.500, 0.505
63.510, 0.550
63.520, 0.624
63.530, 0.722
63.540, 0.826
63.550, 0.913
63.560, 0.958
63.570, 0.943
63.580, 0.866
63.590, 0.741
63.600, 0.588
63.610, 0.433
63.620, 0.296
63.630, 0.188
63.640, 0.110
63.650, 0.060
63.660, 0.030
63.670, 0.014
63.680, 0.007
63.690, 0.003
63.700, 0.002
63.710, 0.002
63.720, 0.002
63.730, 0.003
63.740, 0.003
63.750, 0.003
63.760, 0.003
63.770, 0.003
63.780, 0.003
63.790, 0.002
63.800, 0.002
63.810, 0.001
63.820, 0.001
63.830, 0.000
63.840, 0.000
63.850, 0.000
63.860, 0.000
63.870, 0.000
63.880, 0.001
63.890, 0.001
63.900, 0.001
63.910, 0.001
63.920, 0.002
63.930, 0.002
63.940, 0.002
63.950, 0.002
63.960, 0.001
63.970, 0.001
63.980, 0.001
63.990, 0.000
64.000, 0.000
64.010, 0.000
64.020, 0.000
64.030, 0.000
64.040, 0.000
64.050, 0.000
64.060, 0.000
64.070, 0.000
64.080, 0.000
64.090, 0.000
64.100, 0.000
64.110, 0.000
64.120, 0.000
64.130, 0.000
64.140, 0.000
64.150, 0.000
64.160, 0.000
64.170, 0.000
64.180, 0.000
64.190, 0.000
64.200, 0.000
64.210, 0.000
64.220, 0.000
64.230, 0.000
64.240, 0.000
64.250, 0.000
64.260, 0.000
64.270, 0.000
64.280, 0.000
64.290, 0.001
64.300, 0.002
64.310, 0.005
64.320, 0.014
64.330, 0.034
64.340, 0.076
64.350, 0.158
64.360, 0.304
64.370, 0.541
64.380, 0.895
64.390, 1.372
64.400, 1.951
64.410, 2.575
64.420, 3.152
64.430, 3.579
64.440, 3.770
64.450, 3.684
64.460, 3.340
64.470, 2.809
64.480, 2.192
64.490, 1.589
64.500, 1.072
64.510, 0.681
64.520, 0.423
64.530, 0.287
64.540, 0.259
64.550, 0.326
64.560, 0.478
64.570, 0.708
64.580, 0.995
64.590, 1.304
64.600, 1.589
64.610, 1.798
64.620, 1.886
64.630, 1.836
64.640, 1.658
64.650, 1.389
64.660, 1.079
64.670, 0.778
64.680, 0.520
64.690, 0.323
64.700, 0.186
64.710, 0.099
64.720, 0.049
64.730, 0.023
64.740, 0.010
