##NAMES=Cristobalite
##RRUFFID=R061064
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Ellora Caves, India
##OWNER=RRUFF
##SOURCE=Harvard Mineralogical Museum
##DESCRIPTION=Colorless single crystals, octahedra and groups of octahedra, some have transformed to quartz. Sample used in Downs and Palmer (1994)
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061064
##MEASURED CHEMISTRY=Si_1.00_O_2_·0.11H_2_O ; trace amounts of Al and Na; H_2_O by difference, verified by Raman spectroscopy
##CELL PARAMETERS=a: 4.9717(4) b: 4.9717(4) c: 6.9223(3) alpha: 90 beta: 90 gamma: 90 volume: 171.10(1) crystal system: tetragonal
49.850, 0.000
49.860, 0.000
49.870, 0.000
49.880, 0.000
49.890, 0.000
49.900, 0.000
49.910, 0.000
49.920, 0.000
49.930, 0.000
49.940, 0.000
49.950, 0.000
49.960, 0.000
49.970, 0.000
49.980, 0.000
49.990, 0.000
50.000, 0.000
50.010, 0.000
50.020, 0.000
50.030, 0.000
50.040, 0.000
50.050, 0.000
50.060, 0.000
50.070, 0.000
50.080, 0.000
50.090, 0.000
50.100, 0.000
50.110, 0.000
50.120, 0.000
50.130, 0.000
50.140, 0.000
50.150, 0.000
50.160, 0.000
50.170, 0.000
50.180, 0.000
50.190, 0.000
50.200, 0.000
50.210, 0.000
50.220, 0.000
50.230, 0.000
50.240, 0.000
50.250, 0.000
50.260, 0.000
50.270, 0.000
50.280, 0.000
50.290, 0.000
50.300, 0.000
50.310, 0.000
50.320, 0.000
50.330, 0.000
50.340, 0.000
50.350, 0.000
50.360, 0.000
50.370, 0.000
50.380, 0.000
50.390, 0.000
50.400, 0.000
50.410, 0.000
50.420, 0.000
50.430, 0.000
50.440, 0.000
50.450, 0.000
50.460, 0.000
50.470, 0.000
50.480, 0.000
50.490, 0.000
50.500, 0.000
50.510, 0.000
50.520, 0.000
50.530, 0.000
50.540, 0.000
50.550, 0.000
50.560, 0.000
50.570, 0.000
50.580, 0.000
50.590, 0.000
50.600, 0.000
50.610, 0.000
50.620, 0.000
50.630, 0.000
50.640, 0.000
50.650, 0.000
50.660, 0.000
50.670, 0.000
50.680, 0.000
50.690, 0.000
50.700, 0.000
50.710, 0.000
50.720, 0.000
50.730, 0.000
50.740, 0.000
50.750, 0.000
50.760, 0.000
50.770, 0.000
50.780, 0.000
50.790, 0.000
50.800, 0.000
50.810, 0.000
50.820, 0.000
50.830, 0.000
50.840, 0.000
50.850, 0.000
50.860, 0.000
50.870, 0.000
50.880, 0.000
50.890, 0.000
50.900, 0.000
50.910, 0.000
50.920, 0.000
50.930, 0.000
50.940, 0.000
50.950, 0.000
50.960, 0.000
50.970, 0.000
50.980, 0.000
50.990, 0.000
51.000, 0.000
51.010, 0.000
51.020, 0.000
51.030, 0.000
51.040, 0.000
51.050, 0.000
51.060, 0.000
51.070, 0.000
51.080, 0.000
51.090, 0.000
51.100, 0.000
51.110, 0.000
51.120, 0.000
51.130, 0.000
51.140, 0.000
51.150, 0.000
51.160, 0.000
51.170, 0.000
51.180, 0.000
51.190, 0.000
51.200, 0.000
51.210, 0.000
51.220, 0.000
51.230, 0.000
51.240, 0.000
51.250, 0.000
51.260, 0.000
51.270, 0.000
51.280, 0.000
51.290, 0.000
51.300, 0.000
51.310, 0.000
51.320, 0.000
51.330, 0.000
51.340, 0.000
51.350, 0.000
51.360, 0.000
51.370, 0.000
51.380, 0.000
51.390, 0.000
51.400, 0.000
51.410, 0.000
51.420, 0.000
51.430, 0.000
51.440, 0.000
51.450, 0.000
51.460, 0.000
51.470, 0.000
51.480, 0.000
51.490, 0.000
51.500, 0.000
51.510, 0.000
51.520, 0.000
51.530, 0.000
51.540, 0.000
51.550, 0.000
51.560, 0.000
51.570, 0.000
51.580, 0.000
51.590, 0.000
51.600, 0.000
51.610, 0.000
51.620, 0.000
51.630, 0.000
51.640, 0.000
51.650, 0.000
51.660, 0.000
51.670, 0.000
51.680, 0.000
51.690, 0.000
51.700, 0.000
51.710, 0.000
51.720, 0.000
51.730, 0.000
51.740, 0.000
51.750, 0.000
51.760, 0.000
51.770, 0.000
51.780, 0.000
51.790, 0.000
51.800, 0.000
51.810, 0.000
51.820, 0.000
51.830, 0.000
51.840, 0.000
51.850, 0.000
51.860, 0.001
51.870, 0.002
51.880, 0.004
51.890, 0.010
51.900, 0.020
51.910, 0.040
51.920, 0.071
51.930, 0.116
51.940, 0.175
51.950, 0.242
51.960, 0.307
51.970, 0.358
51.980, 0.384
51.990, 0.378
52.000, 0.341
52.010, 0.284
52.020, 0.218
52.030, 0.156
52.040, 0.108
52.050, 0.079
52.060, 0.069
52.070, 0.077
52.080, 0.098
52.090, 0.128
52.100, 0.158
52.110, 0.182
52.120, 0.192
52.130, 0.187
52.140, 0.168
52.150, 0.138
52.160, 0.104
52.170, 0.072
52.180, 0.046
52.190, 0.027
52.200, 0.014
52.210, 0.007
52.220, 0.003
52.230, 0.001
52.240, 0.001
52.250, 0.000
52.260, 0.000
52.270, 0.000
52.280, 0.000
52.290, 0.000
52.300, 0.000
52.310, 0.000
52.320, 0.000
52.330, 0.000
52.340, 0.000
52.350, 0.000
52.360, 0.000
52.370, 0.000
52.380, 0.000
52.390, 0.000
52.400, 0.000
52.410, 0.000
52.420, 0.000
52.430, 0.000
52.440, 0.000
52.450, 0.000
52.460, 0.000
52.470, 0.000
52.480, 0.000
52.490, 0.000
52.500, 0.000
52.510, 0.000
52.520, 0.000
52.530, 0.000
52.540, 0.000
52.550, 0.000
52.560, 0.000
52.570, 0.000
52.580, 0.000
52.590, 0.000
52.600, 0.000
52.610, 0.000
52.620, 0.000
52.630, 0.000
52.640, 0.000
52.650, 0.000
52.660, 0.000
52.670, 0.000
52.680, 0.000
52.690, 0.000
52.700, 0.000
52.710, 0.000
52.720, 0.000
52.730, 0.000
52.740, 0.001
52.750, 0.003
52.760, 0.008
52.770, 0.019
52.780, 0.039
52.790, 0.075
52.800, 0.132
52.810, 0.215
52.820, 0.320
52.830, 0.439
52.840, 0.554
52.850, 0.642
52.860, 0.684
52.870, 0.670
52.880, 0.604
52.890, 0.501
52.900, 0.383
52.910, 0.274
52.920, 0.188
52.930, 0.135
52.940, 0.115
52.950, 0.127
52.960, 0.164
52.970, 0.215
52.980, 0.271
52.990, 0.316
53.000, 0.341
53.010, 0.338
53.020, 0.308
53.030, 0.259
53.040, 0.199
53.050, 0.141
53.060, 0.092
53.070, 0.055
53.080, 0.030
53.090, 0.015
53.100, 0.007
53.110, 0.003
53.120, 0.001
53.130, 0.000
53.140, 0.000
53.150, 0.000
53.160, 0.000
53.170, 0.000
53.180, 0.000
53.190, 0.000
53.200, 0.000
53.210, 0.000
53.220, 0.000
53.230, 0.000
53.240, 0.000
53.250, 0.000
53.260, 0.000
53.270, 0.000
53.280, 0.000
53.290, 0.000
53.300, 0.000
53.310, 0.000
53.320, 0.000
53.330, 0.000
53.340, 0.000
53.350, 0.000
53.360, 0.000
53.370, 0.000
53.380, 0.000
53.390, 0.000
53.400, 0.000
53.410, 0.000
53.420, 0.000
53.430, 0.000
53.440, 0.000
53.450, 0.000
53.460, 0.000
53.470, 0.000
53.480, 0.000
53.490, 0.000
53.500, 0.000
53.510, 0.000
53.520, 0.000
53.530, 0.000
53.540, 0.000
53.550, 0.000
53.560, 0.000
53.570, 0.000
53.580, 0.000
53.590, 0.000
53.600, 0.000
53.610, 0.000
53.620, 0.000
53.630, 0.000
53.640, 0.000
53.650, 0.000
53.660, 0.001
53.670, 0.002
53.680, 0.004
53.690, 0.008
53.700, 0.014
53.710, 0.023
53.720, 0.035
53.730, 0.048
53.740, 0.060
53.750, 0.070
53.760, 0.075
53.770, 0.074
53.780, 0.067
53.790, 0.056
53.800, 0.043
53.810, 0.031
53.820, 0.021
53.830, 0.015
53.840, 0.012
53.850, 0.013
53.860, 0.016
53.870, 0.022
53.880, 0.028
53.890, 0.033
53.900, 0.037
53.910, 0.038
53.920, 0.035
53.930, 0.031
53.940, 0.024
53.950, 0.018
53.960, 0.012
53.970, 0.007
53.980, 0.004
53.990, 0.002
54.000, 0.001
54.010, 0.000
54.020, 0.000
54.030, 0.000
54.040, 0.000
54.050, 0.000
54.060, 0.001
54.070, 0.003
54.080, 0.009
54.090, 0.023
54.100, 0.052
54.110, 0.109
54.120, 0.209
54.130, 0.372
54.140, 0.607
54.150, 0.912
54.160, 1.262
54.170, 1.606
54.180, 1.881
54.190, 2.028
54.200, 2.011
54.210, 1.837
54.220, 1.544
54.230, 1.199
54.240, 0.864
54.250, 0.591
54.260, 0.407
54.270, 0.320
54.280, 0.326
54.290, 0.409
54.300, 0.548
54.310, 0.714
54.320, 0.870
54.330, 0.982
54.340, 1.021
54.350, 0.977
54.360, 0.861
54.370, 0.698
54.380, 0.521
54.390, 0.358
54.400, 0.226
54.410, 0.131
54.420, 0.070
54.430, 0.035
54.440, 0.016
54.450, 0.007
54.460, 0.003
54.470, 0.001
54.480, 0.000
54.490, 0.000
54.500, 0.000
54.510, 0.000
54.520, 0.000
54.530, 0.000
54.540, 0.000
54.550, 0.000
54.560, 0.000
54.570, 0.000
54.580, 0.000
54.590, 0.000
54.600, 0.000
54.610, 0.000
54.620, 0.000
54.630, 0.000
54.640, 0.000
54.650, 0.000
54.660, 0.000
54.670, 0.000
54.680, 0.000
54.690, 0.000
54.700, 0.000
54.710, 0.000
54.720, 0.000
54.730, 0.000
54.740, 0.000
54.750, 0.000
54.760, 0.000
54.770, 0.000
54.780, 0.000
54.790, 0.000
54.800, 0.000
54.810, 0.000
54.820, 0.000
54.830, 0.000
54.840, 0.000
54.850, 0.000
54.860, 0.000
54.870, 0.000
54.880, 0.000
54.890, 0.000
54.900, 0.000
54.910, 0.000
54.920, 0.000
54.930, 0.000
54.940, 0.000
54.950, 0.000
54.960, 0.000
54.970, 0.000
54.980, 0.000
54.990, 0.000
55.000, 0.000
55.010, 0.000
55.020, 0.000
55.030, 0.000
55.040, 0.000
55.050, 0.000
55.060, 0.000
55.070, 0.000
55.080, 0.000
55.090, 0.000
55.100, 0.000
55.110, 0.000
55.120, 0.000
55.130, 0.000
55.140, 0.000
55.150, 0.000
55.160, 0.000
55.170, 0.000
55.180, 0.000
55.190, 0.000
55.200, 0.000
55.210, 0.000
55.220, 0.000
55.230, 0.000
55.240, 0.000
55.250, 0.000
55.260, 0.000
55.270, 0.000
55.280, 0.000
55.290, 0.000
55.300, 0.000
55.310, 0.000
55.320, 0.000
55.330, 0.000
55.340, 0.000
55.350, 0.000
55.360, 0.000
55.370, 0.000
55.380, 0.000
55.390, 0.000
55.400, 0.000
55.410, 0.000
55.420, 0.000
55.430, 0.000
55.440, 0.000
55.450, 0.000
55.460, 0.000
55.470, 0.000
55.480, 0.000
55.490, 0.000
55.500, 0.000
55.510, 0.000
55.520, 0.000
55.530, 0.000
55.540, 0.000
55.550, 0.000
55.560, 0.000
55.570, 0.000
55.580, 0.000
55.590, 0.000
55.600, 0.000
55.610, 0.000
55.620, 0.000
55.630, 0.000
55.640, 0.000
55.650, 0.000
55.660, 0.000
55.670, 0.000
55.680, 0.000
55.690, 0.000
55.700, 0.000
55.710, 0.000
55.720, 0.000
55.730, 0.000
55.740, 0.000
55.750, 0.000
55.760, 0.000
55.770, 0.000
55.780, 0.000
55.790, 0.000
55.800, 0.000
55.810, 0.000
55.820, 0.000
55.830, 0.000
55.840, 0.000
55.850, 0.000
55.860, 0.000
55.870, 0.000
55.880, 0.000
55.890, 0.000
55.900, 0.000
55.910, 0.000
55.920, 0.000
55.930, 0.000
55.940, 0.000
55.950, 0.000
55.960, 0.000
55.970, 0.000
55.980, 0.000
55.990, 0.000
56.000, 0.000
56.010, 0.000
56.020, 0.000
56.030, 0.000
56.040, 0.000
56.050, 0.000
56.060, 0.000
56.070, 0.000
56.080, 0.000
56.090, 0.000
56.100, 0.000
56.110, 0.000
56.120, 0.001
56.130, 0.003
56.140, 0.006
56.150, 0.013
56.160, 0.027
56.170, 0.050
56.180, 0.085
56.190, 0.133
56.200, 0.192
56.210, 0.256
56.220, 0.314
56.230, 0.356
56.240, 0.372
56.250, 0.358
56.260, 0.317
56.270, 0.260
56.280, 0.197
56.290, 0.138
56.300, 0.093
56.310, 0.063
56.320, 0.050
56.330, 0.052
56.340, 0.067
56.350, 0.092
56.360, 0.122
56.370, 0.152
56.380, 0.174
56.390, 0.185
56.400, 0.182
56.410, 0.164
56.420, 0.137
56.430, 0.105
56.440, 0.074
56.450, 0.048
56.460, 0.029
56.470, 0.016
56.480, 0.008
56.490, 0.004
56.500, 0.002
56.510, 0.001
56.520, 0.000
56.530, 0.000
56.540, 0.000
56.550, 0.000
56.560, 0.000
56.570, 0.000
56.580, 0.000
56.590, 0.000
56.600, 0.000
56.610, 0.000
56.620, 0.000
56.630, 0.000
56.640, 0.000
56.650, 0.000
56.660, 0.000
56.670, 0.000
56.680, 0.000
56.690, 0.000
56.700, 0.000
56.710, 0.000
56.720, 0.000
56.730, 0.000
56.740, 0.000
56.750, 0.000
56.760, 0.000
56.770, 0.000
56.780, 0.000
56.790, 0.000
56.800, 0.000
56.810, 0.000
56.820, 0.000
56.830, 0.000
56.840, 0.000
56.850, 0.000
56.860, 0.000
56.870, 0.000
56.880, 0.000
56.890, 0.000
56.900, 0.000
56.910, 0.000
56.920, 0.000
56.930, 0.000
56.940, 0.000
56.950, 0.000
56.960, 0.001
56.970, 0.002
56.980, 0.006
56.990, 0.016
57.000, 0.038
57.010, 0.085
57.020, 0.175
57.030, 0.332
57.040, 0.583
57.050, 0.943
57.060, 1.408
57.070, 1.939
57.080, 2.463
57.090, 2.887
57.100, 3.121
57.110, 3.113
57.120, 2.865
57.130, 2.432
57.140, 1.908
57.150, 1.387
57.160, 0.944
57.170, 0.624
57.180, 0.441
57.190, 0.389
57.200, 0.455
57.210, 0.618
57.220, 0.849
57.230, 1.109
57.240, 1.349
57.250, 1.517
57.260, 1.575
57.270, 1.508
57.280, 1.333
57.290, 1.086
57.300, 0.817
57.310, 0.567
57.320, 0.363
57.330, 0.214
57.340, 0.117
57.350, 0.059
57.360, 0.027
57.370, 0.012
57.380, 0.005
57.390, 0.003
57.400, 0.004
57.410, 0.008
57.420, 0.019
57.430, 0.040
57.440, 0.078
57.450, 0.140
57.460, 0.234
57.470, 0.361
57.480, 0.513
57.490, 0.673
57.500, 0.814
57.510, 0.909
57.520, 0.937
57.530, 0.891
57.540, 0.782
57.550, 0.634
57.560, 0.475
57.570, 0.332
57.580, 0.220
57.590, 0.147
57.600, 0.115
57.610, 0.119
57.620, 0.154
57.630, 0.214
57.640, 0.289
57.650, 0.365
57.660, 0.428
57.670, 0.464
57.680, 0.464
57.690, 0.429
57.700, 0.365
57.710, 0.287
57.720, 0.208
57.730, 0.139
57.740, 0.086
57.750, 0.049
57.760, 0.026
57.770, 0.013
57.780, 0.006
57.790, 0.002
57.800, 0.001
57.810, 0.000
57.820, 0.000
57.830, 0.000
57.840, 0.000
57.850, 0.000
57.860, 0.000
57.870, 0.000
57.880, 0.000
57.890, 0.000
57.900, 0.000
57.910, 0.000
57.920, 0.000
57.930, 0.000
57.940, 0.000
57.950, 0.000
57.960, 0.000
57.970, 0.000
57.980, 0.000
57.990, 0.000
58.000, 0.000
58.010, 0.000
58.020, 0.000
58.030, 0.000
58.040, 0.000
58.050, 0.000
58.060, 0.000
58.070, 0.000
58.080, 0.000
58.090, 0.000
58.100, 0.000
58.110, 0.000
58.120, 0.000
58.130, 0.000
58.140, 0.000
58.150, 0.000
58.160, 0.000
58.170, 0.000
58.180, 0.000
58.190, 0.000
58.200, 0.000
58.210, 0.000
58.220, 0.000
58.230, 0.000
58.240, 0.000
58.250, 0.000
58.260, 0.000
58.270, 0.000
58.280, 0.000
58.290, 0.000
58.300, 0.000
58.310, 0.000
58.320, 0.000
58.330, 0.000
58.340, 0.000
58.350, 0.000
58.360, 0.000
58.370, 0.000
58.380, 0.000
58.390, 0.000
58.400, 0.000
58.410, 0.000
58.420, 0.000
58.430, 0.000
58.440, 0.000
58.450, 0.000
58.460, 0.000
58.470, 0.000
58.480, 0.000
58.490, 0.000
58.500, 0.000
58.510, 0.000
58.520, 0.000
58.530, 0.000
58.540, 0.000
58.550, 0.001
58.560, 0.001
58.570, 0.004
58.580, 0.008
58.590, 0.016
58.600, 0.032
58.610, 0.056
58.620, 0.092
58.630, 0.140
58.640, 0.196
58.650, 0.253
58.660, 0.302
58.670, 0.333
58.680, 0.340
58.690, 0.320
58.700, 0.278
58.710, 0.223
58.720, 0.166
58.730, 0.115
58.740, 0.076
58.750, 0.050
58.760, 0.039
58.770, 0.041
58.780, 0.055
58.790, 0.080
58.800, 0.115
58.810, 0.157
58.820, 0.203
58.830, 0.247
58.840, 0.286
58.850, 0.315
58.860, 0.330
58.870, 0.328
58.880, 0.310
58.890, 0.277
58.900, 0.233
58.910, 0.184
58.920, 0.136
58.930, 0.095
58.940, 0.062
58.950, 0.040
58.960, 0.028
58.970, 0.025
58.980, 0.030
58.990, 0.041
59.000, 0.058
59.010, 0.076
59.020, 0.094
59.030, 0.108
59.040, 0.114
59.050, 0.111
59.060, 0.100
59.070, 0.083
59.080, 0.064
59.090, 0.045
59.100, 0.030
59.110, 0.018
59.120, 0.010
59.130, 0.005
59.140, 0.003
59.150, 0.001
59.160, 0.000
59.170, 0.000
59.180, 0.000
59.190, 0.000
59.200, 0.000
59.210, 0.000
59.220, 0.000
59.230, 0.000
59.240, 0.000
59.250, 0.000
59.260, 0.000
59.270, 0.000
59.280, 0.000
59.290, 0.000
59.300, 0.000
59.310, 0.000
59.320, 0.000
59.330, 0.000
59.340, 0.000
59.350, 0.000
59.360, 0.000
59.370, 0.000
59.380, 0.000
59.390, 0.000
59.400, 0.001
59.410, 0.002
59.420, 0.003
59.430, 0.005
59.440, 0.008
59.450, 0.011
59.460, 0.015
59.470, 0.018
59.480, 0.021
59.490, 0.021
59.500, 0.020
59.510, 0.018
59.520, 0.015
59.530, 0.011
59.540, 0.008
59.550, 0.005
59.560, 0.003
59.570, 0.002
59.580, 0.002
59.590, 0.003
59.600, 0.004
59.610, 0.005
59.620, 0.007
59.630, 0.009
59.640, 0.010
59.650, 0.011
59.660, 0.010
59.670, 0.009
59.680, 0.008
59.690, 0.006
59.700, 0.004
59.710, 0.003
59.720, 0.002
59.730, 0.001
59.740, 0.001
59.750, 0.000
59.760, 0.000
59.770, 0.000
59.780, 0.000
59.790, 0.000
59.800, 0.000
59.810, 0.000
59.820, 0.000
59.830, 0.000
59.840, 0.000
59.850, 0.000
59.860, 0.000
59.870, 0.000
59.880, 0.000
59.890, 0.000
59.900, 0.000
59.910, 0.000
59.920, 0.000
59.930, 0.000
59.940, 0.000
59.950, 0.000
59.960, 0.000
59.970, 0.000
59.980, 0.000
59.990, 0.000
60.000, 0.000
60.010, 0.000
60.020, 0.000
60.030, 0.000
60.040, 0.000
60.050, 0.000
60.060, 0.000
60.070, 0.000
60.080, 0.000
60.090, 0.000
60.100, 0.000
60.110, 0.000
60.120, 0.000
60.130, 0.000
60.140, 0.000
60.150, 0.000
60.160, 0.000
60.170, 0.000
60.180, 0.001
60.190, 0.002
60.200, 0.005
60.210, 0.012
60.220, 0.029
60.230, 0.063
60.240, 0.126
60.250, 0.235
60.260, 0.404
60.270, 0.643
60.280, 0.946
60.290, 1.288
60.300, 1.621
60.310, 1.888
60.320, 2.033
60.330, 2.025
60.340, 1.865
60.350, 1.589
60.360, 1.253
60.370, 0.916
60.380, 0.624
60.390, 0.404
60.400, 0.264
60.410, 0.202
60.420, 0.209
60.430, 0.277
60.440, 0.397
60.450, 0.552
60.460, 0.722
60.470, 0.876
60.480, 0.985
60.490, 1.025
60.500, 0.985
60.510, 0.877
60.520, 0.721
60.530, 0.549
60.540, 0.386
60.550, 0.251
60.560, 0.151
60.570, 0.084
60.580, 0.043
60.590, 0.021
60.600, 0.009
60.610, 0.004
60.620, 0.001
60.630, 0.000
60.640, 0.000
60.650, 0.000
60.660, 0.000
60.670, 0.000
60.680, 0.000
60.690, 0.000
60.700, 0.000
60.710, 0.000
60.720, 0.000
60.730, 0.000
60.740, 0.000
60.750, 0.000
60.760, 0.000
60.770, 0.000
60.780, 0.000
60.790, 0.000
60.800, 0.000
60.810, 0.000
60.820, 0.000
60.830, 0.000
60.840, 0.000
60.850, 0.000
60.860, 0.000
60.870, 0.000
60.880, 0.000
60.890, 0.000
60.900, 0.000
60.910, 0.000
60.920, 0.000
60.930, 0.000
60.940, 0.000
60.950, 0.000
60.960, 0.000
60.970, 0.000
60.980, 0.000
60.990, 0.000
61.000, 0.000
61.010, 0.000
61.020, 0.000
61.030, 0.000
61.040, 0.000
61.050, 0.000
61.060, 0.000
61.070, 0.000
61.080, 0.000
61.090, 0.000
61.100, 0.000
61.110, 0.000
61.120, 0.000
61.130, 0.000
61.140, 0.000
61.150, 0.000
61.160, 0.000
61.170, 0.000
61.180, 0.000
61.190, 0.000
61.200, 0.000
61.210, 0.000
61.220, 0.000
61.230, 0.000
61.240, 0.000
61.250, 0.000
61.260, 0.000
61.270, 0.000
61.280, 0.000
61.290, 0.000
61.300, 0.000
61.310, 0.000
61.320, 0.000
61.330, 0.000
61.340, 0.000
61.350, 0.000
61.360, 0.000
61.370, 0.000
61.380, 0.000
61.390, 0.000
61.400, 0.000
61.410, 0.000
61.420, 0.000
61.430, 0.000
61.440, 0.000
61.450, 0.000
61.460, 0.000
61.470, 0.000
61.480, 0.000
61.490, 0.000
61.500, 0.000
61.510, 0.000
61.520, 0.000
61.530, 0.000
61.540, 0.000
61.550, 0.000
61.560, 0.000
61.570, 0.000
61.580, 0.000
61.590, 0.000
61.600, 0.000
61.610, 0.000
61.620, 0.000
61.630, 0.000
61.640, 0.000
61.650, 0.000
61.660, 0.000
61.670, 0.000
61.680, 0.000
61.690, 0.000
61.700, 0.000
61.710, 0.000
61.720, 0.000
61.730, 0.000
61.740, 0.000
61.750, 0.000
61.760, 0.000
61.770, 0.000
61.780, 0.000
61.790, 0.000
61.800, 0.000
61.810, 0.000
61.820, 0.000
61.830, 0.000
61.840, 0.000
61.850, 0.000
61.860, 0.000
61.870, 0.000
61.880, 0.000
61.890, 0.000
61.900, 0.001
61.910, 0.002
61.920, 0.007
61.930, 0.016
61.940, 0.037
61.950, 0.080
61.960, 0.157
61.970, 0.288
61.980, 0.489
61.990, 0.767
62.000, 1.116
62.010, 1.502
62.020, 1.873
62.030, 2.164
62.040, 2.314
62.050, 2.292
62.060, 2.102
62.070, 1.786
62.080, 1.405
62.090, 1.026
62.100, 0.697
62.110, 0.448
62.120, 0.286
62.130, 0.206
62.140, 0.200
62.150, 0.259
62.160, 0.376
62.170, 0.538
62.180, 0.727
62.190, 0.914
62.200, 1.066
62.210, 1.152
62.220, 1.152
62.230, 1.068
62.240, 0.916
62.250, 0.728
62.260, 0.536
62.270, 0.365
62.280, 0.230
62.290, 0.135
62.300, 0.073
62.310, 0.037
62.320, 0.017
62.330, 0.007
62.340, 0.003
62.350, 0.001
62.360, 0.000
62.370, 0.000
62.380, 0.000
62.390, 0.000
62.400, 0.000
62.410, 0.000
62.420, 0.000
62.430, 0.000
62.440, 0.000
62.450, 0.000
62.460, 0.000
62.470, 0.000
62.480, 0.000
62.490, 0.000
62.500, 0.000
62.510, 0.000
62.520, 0.000
62.530, 0.000
62.540, 0.000
62.550, 0.000
62.560, 0.000
62.570, 0.000
62.580, 0.000
62.590, 0.000
62.600, 0.000
62.610, 0.000
62.620, 0.000
62.630, 0.000
62.640, 0.000
62.650, 0.000
62.660, 0.000
62.670, 0.000
62.680, 0.000
62.690, 0.000
62.700, 0.000
62.710, 0.000
62.720, 0.000
62.730, 0.000
62.740, 0.000
62.750, 0.000
62.760, 0.000
62.770, 0.000
62.780, 0.000
62.790, 0.000
62.800, 0.000
62.810, 0.000
62.820, 0.000
62.830, 0.000
62.840, 0.000
62.850, 0.000
62.860, 0.000
62.870, 0.000
62.880, 0.000
62.890, 0.000
62.900, 0.000
62.910, 0.000
62.920, 0.000
62.930, 0.000
62.940, 0.000
62.950, 0.000
62.960, 0.000
62.970, 0.000
62.980, 0.000
62.990, 0.000
63.000, 0.000
63.010, 0.000
63.020, 0.000
63.030, 0.000
63.040, 0.000
63.050, 0.000
63.060, 0.000
63.070, 0.000
63.080, 0.000
63.090, 0.000
63.100, 0.000
63.110, 0.000
63.120, 0.000
63.130, 0.000
63.140, 0.000
63.150, 0.000
63.160, 0.000
63.170, 0.000
63.180, 0.000
63.190, 0.000
63.200, 0.000
63.210, 0.000
63.220, 0.000
63.230, 0.000
63.240, 0.000
63.250, 0.000
63.260, 0.000
63.270, 0.000
63.280, 0.000
63.290, 0.000
63.300, 0.000
63.310, 0.000
63.320, 0.000
63.330, 0.000
63.340, 0.000
63.350, 0.000
63.360, 0.000
63.370, 0.000
63.380, 0.000
63.390, 0.000
63.400, 0.000
63.410, 0.000
63.420, 0.000
63.430, 0.000
63.440, 0.000
63.450, 0.000
63.460, 0.000
63.470, 0.000
63.480, 0.000
63.490, 0.000
63.500, 0.000
63.510, 0.000
63.520, 0.000
63.530, 0.000
63.540, 0.000
63.550, 0.000
63.560, 0.000
63.570, 0.000
63.580, 0.000
63.590, 0.000
63.600, 0.000
63.610, 0.000
63.620, 0.000
63.630, 0.000
63.640, 0.000
63.650, 0.000
63.660, 0.000
63.670, 0.000
63.680, 0.000
63.690, 0.000
63.700, 0.000
63.710, 0.000
63.720, 0.000
63.730, 0.000
63.740, 0.000
63.750, 0.000
63.760, 0.000
63.770, 0.000
63.780, 0.000
63.790, 0.000
63.800, 0.000
63.810, 0.000
63.820, 0.000
63.830, 0.000
63.840, 0.000
63.850, 0.000
63.860, 0.000
63.870, 0.000
63.880, 0.000
63.890, 0.000
63.900, 0.000
63.910, 0.000
63.920, 0.000
63.930, 0.000
63.940, 0.000
63.950, 0.000
63.960, 0.000
63.970, 0.000
63.980, 0.000
63.990, 0.000
64.000, 0.000
64.010, 0.000
64.020, 0.000
64.030, 0.000
64.040, 0.000
64.050, 0.000
64.060, 0.000
64.070, 0.000
64.080, 0.000
64.090, 0.000
64.100, 0.000
64.110, 0.000
64.120, 0.000
64.130, 0.000
64.140, 0.000
64.150, 0.000
64.160, 0.000
64.170, 0.000
64.180, 0.000
64.190, 0.000
64.200, 0.000
64.210, 0.000
64.220, 0.000
64.230, 0.000
64.240, 0.000
64.250, 0.000
64.260, 0.000
64.270, 0.000
64.280, 0.000
64.290, 0.000
64.300, 0.000
64.310, 0.000
64.320, 0.000
64.330, 0.000
64.340, 0.000
64.350, 0.000
64.360, 0.000
64.370, 0.000
64.380, 0.000
64.390, 0.000
64.400, 0.000
64.410, 0.000
64.420, 0.000
64.430, 0.000
64.440, 0.000
64.450, 0.000
64.460, 0.000
64.470, 0.000
64.480, 0.000
64.490, 0.000
64.500, 0.000
64.510, 0.000
64.520, 0.000
64.530, 0.000
64.540, 0.000
64.550, 0.000
64.560, 0.000
64.570, 0.000
64.580, 0.000
64.590, 0.000
64.600, 0.000
64.610, 0.000
64.620, 0.000
64.630, 0.000
64.640, 0.000
64.650, 0.000
64.660, 0.000
64.670, 0.000
64.680, 0.000
64.690, 0.000
64.700, 0.000
64.710, 0.000
64.720, 0.000
64.730, 0.000
64.740, 0.000
64.750, 0.000
64.760, 0.000
64.770, 0.000
64.780, 0.000
64.790, 0.000
64.800, 0.000
64.810, 0.000
64.820, 0.000
64.830, 0.000
64.840, 0.000
64.850, 0.000
64.860, 0.000
64.870, 0.000
64.880, 0.000
64.890, 0.000
64.900, 0.000
64.910, 0.000
64.920, 0.000
64.930, 0.000
64.940, 0.000
